BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201904,19,722,201904,19,722,136865,821191,GEORGIA,13,April,Thunderstorm Wind,C,257,STEPHENS,GSP,19/04/19 7:22,EST-5,19/04/19 7:22,0,0,0,0,0,0,Law Enforcement,50,EG,1,E,AVALON,1,E,AVALON,34.5,-83.19,34.5,-83.19,"A large area of moderate to heavy rain showers, along with embedded clusters of strong to severe thunderstorms moved slowly across northeast Georgia throughout the morning and into the afternoon of the 19th ahead of a slow-moving cold front. Some of the storms produced locally damaging winds, some of which were significant. However, the larger impact was from flash flooding resulting from a swath of 3.5 to 6 inches of rain that fell across portions of the area in just a few hours.",Law enforcement reported multiple trees blown down and blocking roads.,CSV
201912,23,1745,201912,23,1745,144135,865213,ATLANTIC SOUTH,87,December,Marine Thunderstorm Wind,Z,552,VOLUSIA-BREVARD COUNTY LINE TO SEBASTIAN INLET 0-20NM,MLB,23/12/19 17:45,EST-5,23/12/19 17:45,0,0,0,0,0,0,Other Federal Agency,35,MG,6,NNE,PLAYALINDA BEACH,6,NNE,PLAYALINDA BEACH,28.64,-80.75,28.64,-80.75,Numerous showers and storms moved across central Florida. A few storms produced strong wind gusts in Brevard County and nearby Atlantic waters.,US Air Force wind tower 0714 measured a peak wind gust of 35 knots from the southwest.,CSV
201904,19,1417,201904,19,1420,136891,821348,SOUTH CAROLINA,45,April,Thunderstorm Wind,C,41,FLORENCE,ILM,19/04/19 14:17,EST-5,19/04/19 14:20,0,0,0,0,1000,0,Broadcast Media,52,EG,3,N,EBENEZER,3,N,EBENEZER,34.22,-79.85,34.22,-79.85,A cold front produced a squall line that formed a severe thunderstorm outbreak with two tornadoes.,A large tree was uprooted about a mile west of I-95 near Florence.,CSV
201906,22,157,201906,22,219,139501,839154,SOUTH CAROLINA,45,June,Thunderstorm Wind,C,47,GREENWOOD,GSP,22/06/19 1:57,EST-5,22/06/19 2:19,0,0,0,0,25000,0,Emergency Manager,50,EG,1,NE,VERDERY,2,E,CAMBRIDGE,34.127,-82.241,34.086,-81.931,"A line of strong to severe thunderstorms that originated in the vicinity of an area of low pressure over Tennessee moved across northeast Georgia and into Upstate South Carolina during the early morning hours, resulting in some areas of wind damage.","Emergency manager reported numerous trees and some power lines blown down across the county, with three trees down on homes and some blocking roads.",CSV
201905,29,833,201905,29,835,136037,816348,OHIO,39,May,Thunderstorm Wind,C,15,BROWN,ILN,29/05/19 8:33,EST-5,29/05/19 8:35,0,0,0,0,4000,0,Law Enforcement,50,EG,1,SE,LOCUST RIDGE,1,SE,LOCUST RIDGE,38.9691,-84.0098,38.9691,-84.0098,A remnant overnight convective system redeveloped across the mid Ohio Valley through the mid morning hours.,A few trees and power lines were downed along Bethel New Hope Road.,CSV
201906,5,1844,201906,5,1845,137398,825049,TEXAS,48,June,Thunderstorm Wind,C,45,BRISCOE,LUB,05/06/19 18:44,CST-6,05/06/19 18:45,0,0,0,0,0,0,Mesonet,53,MG,3,NNW,QUITAQUE,3,NNW,QUITAQUE,34.4125,-101.0684,34.4125,-101.0684,"A lingering storm system across the Desert Southwest was the primary instigator for this activity. As the storm system finally moved closer, it fueled a final and dramatic round of thunderstorms that raced across the South Plains and Rolling Plains on the evening of the fifth. The thunderstorms initially developed across eastern New Mexico and the northwest South Plains. These storms quickly evolved into a broken line as they raced eastward across the southern Texas Panhandle, South Plains and Rolling Plains. Strong winds pushed out ahead of the line of storms. A wall of wind and dust, in the form of a haboob, rolled across the central and eastern South Plains and off the Caprock. The visibility dropped to near zero in spots as the haboob moved through north-central Lubbock County, which created dangerous travel. Several dust storm warnings were issued in addition to severe thunderstorm warnings.",A Texas Tech University West Texas mesonet site at Caprock Canyons State Park measured a peak wind gust to 61 mph.,CSV
201910,21,338,201910,21,338,143327,859810,ARKANSAS,5,October,Thunderstorm Wind,C,69,JEFFERSON,LZK,21/10/19 3:38,CST-6,21/10/19 3:38,0,0,0,0,0,0,Emergency Manager,61,EG,2,S,HARDIN,2,S,HARDIN,34.24,-92.15,34.24,-92.15,"Up to this point, there was plenty of rain to talk about, but severe weather was limited. That changed late on the 20th/early on the 21st. Hit and miss thunderstorms popped up quickly in central and eastern Oklahoma. Storms eventually gelled into a line that rapidly crossed Arkansas.||As the line of storms tore through the region, a roof was removed from a building in Subiaco (Logan County). A carport was blown over at Conway (Faulkner County). Trees and/or powerlines were downed northwest of Benton (Saline County), at Bergman (Boone County), Bismarck (Hot Spring County), Coal Hill (Johnson County), Danville (Yell County), Hollis (Perry County), Little Rock (Pulaski County), and Pine Bluff (Jefferson County). Winds gusted to 58 mph at Carlisle (Lonoke County), 55 mph at Newport (Jackson County), and 53 mph at Flippin (Marion County) and Harrison (Boone County).",Trees were down at Hardin-Reed Rd. and Curly Drive.,CSV
201910,21,30,201910,21,30,143327,859817,ARKANSAS,5,October,Thunderstorm Wind,C,101,NEWTON,LZK,21/10/19 0:30,CST-6,21/10/19 0:30,0,0,0,0,0,0,COOP Observer,61,EG,1,NW,JASPER,1,NW,JASPER,36.01,-93.19,36.01,-93.19,"Up to this point, there was plenty of rain to talk about, but severe weather was limited. That changed late on the 20th/early on the 21st. Hit and miss thunderstorms popped up quickly in central and eastern Oklahoma. Storms eventually gelled into a line that rapidly crossed Arkansas.||As the line of storms tore through the region, a roof was removed from a building in Subiaco (Logan County). A carport was blown over at Conway (Faulkner County). Trees and/or powerlines were downed northwest of Benton (Saline County), at Bergman (Boone County), Bismarck (Hot Spring County), Coal Hill (Johnson County), Danville (Yell County), Hollis (Perry County), Little Rock (Pulaski County), and Pine Bluff (Jefferson County). Winds gusted to 58 mph at Carlisle (Lonoke County), 55 mph at Newport (Jackson County), and 53 mph at Flippin (Marion County) and Harrison (Boone County).",Multiple trees were down in Jasper.,CSV
201908,8,1750,201908,8,1750,139701,840257,WEST VIRGINIA,54,August,Thunderstorm Wind,C,107,WOOD,RLX,08/08/19 17:50,EST-5,08/08/19 17:50,0,0,0,0,1000,0,911 Call Center,50,EG,1,SE,PARKERSBURG,1,SE,PARKERSBURG,39.26,-81.54,39.26,-81.54,"A strong cold front dropped through the middle Ohio River Valley and central Appalachians on the 8th and 9th. Strong to severe thunderstorms along the front led to wind damage, hail and flash flooding.",Trees were blown down along Riverview Drive and Emerson Avenue.,CSV
201911,1,12,201911,1,12,144203,865558,MARYLAND,24,November,Thunderstorm Wind,C,47,WORCESTER,AKQ,01/11/19 0:12,EST-5,01/11/19 0:12,0,0,0,0,2000,0,Broadcast Media,50,EG,1,NNE,BERLIN,1,NNE,BERLIN,38.34,-75.21,38.34,-75.21,Scattered severe thunderstorms in advance of low pressure and its associated strong cold front produced damaging winds across portions of the Lower Maryland Eastern Shore.,Trees were downed at Atlantic General Hospital.,CSV
201904,19,1350,201904,19,1350,135617,815290,FLORIDA,12,April,Thunderstorm Wind,C,35,FLAGLER,JAX,19/04/19 13:50,EST-5,19/04/19 13:50,0,0,0,0,0,0,Emergency Manager,50,EG,1,WSW,PALM COAST TOWN CENTER,1,WSW,PALM COAST TOWN CENTER,29.48,-81.23,29.48,-81.23,"A very strong pre-frontal squall line raced across the local area which caused widespread winds damage.  The environment had high bulk shear, elevated low level instability that nosed inland along a theta-E ridge axis from the GOMEX, a strong SSW low level jet, overridden by a strong mid level lobe of PVA.",A tree was blown down onto a power line at 37 Briarwood Road. The time of damage was based on radar.,CSV
201908,17,137,201908,17,137,142014,852911,KANSAS,20,August,Thunderstorm Wind,C,177,SHAWNEE,TOP,17/08/19 1:37,CST-6,17/08/19 1:37,0,0,0,0,0,0,Public,52,EG,4,S,MENOKEN,4,S,MENOKEN,39.03,-95.74,39.03,-95.74,Another round of thunderstorms produced reports of large hail and damaging winds during the middle of the month.  Rounds of storms produced the hail and wind August 15 through August 17th.  Flash flooding also occurred with some of the storms during this period.,Large tree trunk snapped.,CSV
201907,11,1224,201907,11,1224,140604,845058,OHIO,39,July,Thunderstorm Wind,C,133,PORTAGE,CLE,11/07/19 12:24,EST-5,11/07/19 12:24,0,0,0,0,2000,0,Fire Department/Rescue,52,EG,1,NE,EARLVILLE,1,NE,EARLVILLE,41.19,-81.34,41.19,-81.34,Strong to severe thunderstorms developed ahead of a slow moving or stalled out front across the Great Lakes region. The atmosphere was quiet unstable with MLCAPE values reaching up to 2000 J/KG with Bulk Shear values upwards of 35 knots. The lower atmospheric profile indicated a good potential for downburst winds with an Inverted-V sounding. The hardest hit areas with this event was around the Streetsboro area and the Bowling Green area.,Several trees and utility lines were blown down.,CSV
201905,23,413,201905,23,414,136044,828710,INDIANA,18,May,Thunderstorm Wind,C,3,ALLEN,IWX,23/05/19 4:13,EST-5,23/05/19 4:14,0,0,0,0,0,0,Trained Spotter,66,MG,1,NNW,ELLISON,1,NNW,ELLISON,41.05,-85.26,41.05,-85.26,"A MCS tracked east-northeast from east-central MO/central IL Wednesday evening (May 22) through the IWX CWA early Thursday morning (May 23). Widespread wind gusts of 50-60 mph, with embedded channeled microburst gusts in excess of 70 mph, occurred with associated bowing segments.",A trained spotter reported a rooftop anemometer recorded a 76 mph wind gust before it was destroyed.,CSV
201905,18,1335,201905,18,1335,137227,823720,ARKANSAS,5,May,Thunderstorm Wind,C,47,FRANKLIN,TSA,18/05/19 13:35,CST-6,18/05/19 13:35,0,0,0,0,0,0,NWS Storm Survey,56,EG,2,NW,MANITOU,2,NW,MANITOU,35.4968,-93.9021,35.4968,-93.9021,"A squall line moved through northwestern Arkansas during the early afternoon hours of May 18th. Very strong low level wind shear and moderately strong instability ahead of the squall line resulted in the development of several tornadoes, as well as damaging wind, as the line of thunderstorms moved across the area.",Strong thunderstorm wind snapped large tree limbs.,CSV
201910,31,2302,201910,31,2302,142670,857046,DELAWARE,10,October,Thunderstorm Wind,C,1,KENT,PHI,31/10/19 23:02,EST-5,31/10/19 23:02,0,0,0,0,0,0,AWOS,51,MG,0,N,(DOV)DOVER AFB,0,N,(DOV)DOVER AFB,39.13,-75.47,39.13,-75.47,"A severe weather outbreak impacted the mid-Atlantic from the evening of October 31 through the pre-dawn hours of November 1. A strong area of low pressure moved through the eastern Great Lakes on the 31st. Ahead of it, strong southerly flow advected an unseasonably warm and moist air mass into the mid-Atlantic. This generated enough instability, combined with extremely strong wind fields, to produce a low topped line of severe convection which tracked across the entire region. Widespread damaging wind occurred as the squall line moved through, along with a couple of short lived embedded tornadoes.",Measured at Dover Air Force Base.,CSV
201903,14,1200,201903,14,1200,133973,802259,MISSISSIPPI,28,March,Thunderstorm Wind,C,105,OKTIBBEHA,JAN,14/03/19 12:00,CST-6,14/03/19 12:00,0,0,0,0,3000,0,Broadcast Media,50,EG,4,SE,MABEN,4,SE,MABEN,33.5102,-89.0191,33.5102,-89.0191,A line of storms moved through the Delta region during the evening of the 13th. These brought some damaging winds to the region. Another round of severe weather occurred during the afternoon and evening of the 14th across eastern Mississippi. These storms brought damaging winds and hail to the region.,A tree was blown down across Center Grove Road.,CSV
201905,22,2140,201905,22,2140,137933,829404,MISSOURI,29,May,Thunderstorm Wind,C,27,CALLAWAY,LSX,22/05/19 21:40,CST-6,22/05/19 21:40,0,0,0,0,0,0,NWS Storm Survey,65,EG,1,WSW,KINGDOM CITY,1,WSW,KINGDOM CITY,38.9454,-91.9405,38.9454,-91.9405,"A persistent pattern set up over the Mid Mississippi River Valley during May 21-23. Upper level winds were consistently southwesterly, providing large scale lift and moisture to the area. Converging air along frontal boundaries at the surface provided sufficient low level lift to initial storms each night. During the afternoon of May 22, 2019 specifically, a warm front was moving north into southern Missouri, increasing low level moisture. At the same time a cold front was approaching from the west. Storms developed along the cold front as it pushed southeastward through Missouri. The significant low level wind produced storms favorable for hail and tornadoes.",Thunderstorm winds blew down several large trees near the intersection of I-70 and U.S. Highway 54. Some of the trees were at least 2 feet in diameter.,CSV
201906,30,1736,201906,30,1736,138698,833991,IOWA,19,June,Thunderstorm Wind,C,163,SCOTT,DVN,30/06/19 17:36,CST-6,30/06/19 17:36,0,0,0,0,0,0,Public,52,EG,1,SSW,SCOTT COUNTY PARK,1,SSW,SCOTT COUNTY PARK,41.7,-90.54,41.7,-90.54,"A line of thunderstorms tracked southeast across northeast Iowa into eastern Iowa and northwest Illinois during the afternoon and evening of Sunday, June 30, 2019, bringing widespread downed trees and power lines as 50-70 mph winds rolled through.  The strongest winds were recorded in Dubuque County, where a wind gust of 76 mph was observed at the Dubuque Regional Airport.  Several hometowns were without power after the storms passed.",Fence destroyed and blown into a pool at 18360 272 St.,CSV
201908,18,1350,201908,18,1350,139205,851842,PENNSYLVANIA,42,August,Thunderstorm Wind,C,117,TIOGA,CTP,18/08/19 13:50,EST-5,18/08/19 13:50,0,0,0,0,5000,0,911 Call Center,52,EG,0,N,WELLSBORO,0,N,WELLSBORO,41.75,-77.3,41.75,-77.3,"A weak area of low pressure crossing New York state dragged a weak trough across central Pennsylvania during the late afternoon and early evening of August 18, 2019, generating a line of storms. A few of these storms produced wind damage, along with one report of marginally severe hail.",A severe thunderstorm producing winds estimated near 60 mph knocked down multiple trees and wires in Wellsboro.,CSV
201907,15,1911,201907,15,1911,140603,845021,OHIO,39,July,Thunderstorm Wind,C,103,MEDINA,CLE,15/07/19 19:11,EST-5,15/07/19 19:11,0,0,0,0,0,0,Trained Spotter,56,EG,1,W,WESTERN STAR,1,W,WESTERN STAR,41.03,-81.72,41.03,-81.72,Several clusters of strong to severe thunderstorms produced wind damage across northern Ohio. The atmosphere was modestly unstable with several weak disturbances riding through the mid level flow interacting with daytime heating and low level moisture. Atmospheric profile soundings indicated downburst winds were the main hazards with these severe thunderstorms. The hardest hit areas with this event was just west of Akron and northwest of Mansfield.,Numerous trees were reported blown down.,CSV
201901,23,2105,201901,23,2105,132807,803207,GEORGIA,13,January,Thunderstorm Wind,C,239,QUITMAN,TAE,23/01/19 21:05,EST-5,23/01/19 21:05,0,0,0,0,0,0,Law Enforcement,50,EG,1,WSW,WIRE BRIDGE,1,WSW,WIRE BRIDGE,31.83,-85.09,31.83,-85.09,"A strong cold front moved through the area, accompanied by a line of strong to severe storms with impacts to trees and power lines.","A tree was blown down on Highway 39 South, mile marker 9, blocking the northbound lane.",CSV
201905,23,320,201905,23,321,136044,828654,INDIANA,18,May,Thunderstorm Wind,C,99,MARSHALL,IWX,23/05/19 3:20,EST-5,23/05/19 3:21,0,0,0,0,0,0,Public,60,EG,1,N,ARGOS,1,N,ARGOS,41.24,-86.25,41.24,-86.25,"A MCS tracked east-northeast from east-central MO/central IL Wednesday evening (May 22) through the IWX CWA early Thursday morning (May 23). Widespread wind gusts of 50-60 mph, with embedded channeled microburst gusts in excess of 70 mph, occurred with associated bowing segments.",The public reported numerous trees down in the area. A large wooded playset was tossed several yards.,CSV
201905,24,1614,201905,24,1615,137456,826046,KANSAS,20,May,Thunderstorm Wind,C,173,SEDGWICK,ICT,24/05/19 16:14,CST-6,24/05/19 16:15,0,0,0,0,0,0,Public,52,EG,4,S,MAIZE,4,S,MAIZE,37.71,-97.46,37.71,-97.46,"A prolonged period of severe thunderstorms that produced a grand slam of flash floods, large hail, damaging winds & even a couple tornadoes hit nearly all of the Wichita (ICT) County Warning Area (CWA) throughout the afternoon & night on the 24th. Of the severe thunderstorm modes, floods & flash floods proved to be, by far, the greatest threat to these areas. The flash flooding continued across primarily Southeast Kansas well into the 25th and in parts of South-Central Kansas, the morning of the 26th. River flooding continued the following week.",There were no reports of damage.,CSV
201907,17,2108,201907,17,2108,141064,847607,ATLANTIC NORTH,88,July,Marine Thunderstorm Wind,Z,650,FENWICK IS DE TO CHINCOTEAGUE VA OUT 20NM,AKQ,17/07/19 21:08,EST-5,17/07/19 21:08,0,0,0,0,0,0,Mesonet,53,MG,14,NE,CHINCOTEAGUE,14,NE,CHINCOTEAGUE,38.08,-75.2,38.08,-75.2,Scattered thunderstorms in advance of a trough of low pressure produced gusty winds across portions of the Maryland Coastal Waters.,Wind gust of 53 knots was measured at Mesonet Station Assateague Island.,CSV
201907,20,653,201907,20,653,140616,845322,OHIO,39,July,Thunderstorm Wind,C,155,TRUMBULL,CLE,20/07/19 6:53,EST-5,20/07/19 6:53,0,0,0,0,10000,0,Fire Department/Rescue,65,EG,1,SW,LEAVITTSBURG,1,SW,LEAVITTSBURG,41.24,-80.89,41.24,-80.89,"A cold front moved down from the upper Great Lakes region and produced a broken line of strong to severe thunderstorms. These storms produced several reports of wind damage across northeast Ohio.  A backbuilding storm complex over northeast Ohio and northwest Pennsylvania late in the evening and early morning hours of the 20th. Torrential rainfall produced 1 to 4 inches of rainfall across Ashtabula, Trumbull, Erie, and Crawford Counties. At least two homes sustained substantial damage from rushing flood waters, two bridges were washed out, and too many roads to count were closed and damaged in the floods. A state of emergency was declared for Trumbull County as a result of the flooding.",There were multiple roads impassable due to numerous trees and power lines blown down in Leavittsburg.,CSV
201906,20,30,201906,20,40,137844,828252,MISSISSIPPI,28,June,Thunderstorm Wind,C,57,ITAWAMBA,MEG,20/06/19 0:30,CST-6,20/06/19 0:40,0,0,0,0,5000,0,Social Media,50,EG,1,NW,TREMONT,2,E,TREMONT,34.2344,-88.2775,34.2332,-88.2427,An upper level disturbance brought a bow echo of severe thunderstorms to portions of northeast Mississippi during the early morning hours of June 20th.,Large tree branches down on vehicle in Tremont.,CSV
201906,4,1715,201906,4,1715,138019,829802,MINNESOTA,27,June,Thunderstorm Wind,C,157,WABASHA,ARX,04/06/19 17:15,CST-6,04/06/19 17:15,0,0,0,0,2000,0,Trained Spotter,43,EG,1,S,KELLOGG,1,S,KELLOGG,44.31,-92,44.31,-92,"Two rounds of severe thunderstorms moved across southeast Minnesota during the late afternoon and early evening of June 4th. The first round of storms produced large hail across Dodge County, with hail ranging from 1 inch up to 2.75 inches. These storms merged with other storms that moved in from south-central Minnesota and went on to produce a tornado in Rochester (Olmsted County) with wind damage across portions of Wabasha, Olmsted, Fillmore and Houston Counties. A 70 mph wind gust was estimated by spotters near Chatfield (Fillmore County) and trees were blown down in Kellogg (Wabasha County) and near Mound Prairie (Houston County). Around 2,000 customers lost power in Rochester following the passage of the storms.",Several trees were blown down in Kellogg.,CSV
201908,27,1550,201908,27,1555,141930,852106,LAKE SUPERIOR,92,August,Marine Thunderstorm Wind,Z,266,MANITOU ISLAND TO MARQUETTE MI AND W OF GRAND MARAIS MI TO US/CANADIAN BORDER BEYOND 5NM OF SHORE,MQT,27/08/19 15:50,EST-5,27/08/19 15:55,0,0,0,0,0,0,Mesonet,44,MG,1,NNE,GRAND MARAIS,1,NNE,GRAND MARAIS,46.6793,-85.9721,46.6793,-85.9721,A cold front moving through a moist and unstable air mass generated strong to severe thunderstorms across Lake Superior on the afternoon and evening of the 27th.,The Grand Marais GLOS station measured a thunderstorm wind gust of 51 mph.,CSV
201908,6,2025,201908,6,2030,141332,848810,ARKANSAS,5,August,Thunderstorm Wind,C,31,CRAIGHEAD,MEG,06/08/19 20:25,CST-6,06/08/19 20:30,0,0,0,0,1000,0,Broadcast Media,52,EG,3,NNW,AGGIE,1,W,AGGIE,35.9014,-90.6727,35.8687,-90.6596,A descending upper level disturbance from the Lower Missouri River Valley interacted with a very unstable environment throughout the Midsouth producing severe thunderstorms across portions of northeast Arkansas during the evening hours of August 6th.,Large tree down across County Road 730.,CSV
201906,2,2030,201906,2,2030,136421,818813,NEW JERSEY,34,June,Thunderstorm Wind,C,39,UNION,OKX,02/06/19 20:30,EST-5,02/06/19 20:30,0,0,0,0,10000,0,COOP Observer,52,EG,1,SSE,MOUNTAINSIDE,1,SSE,MOUNTAINSIDE,40.6534,-74.3432,40.6534,-74.3432,A cold front and a mid level disturbance triggered severe thunderstorms across Northeast New Jersey.,A tree fell on a house on Lenox Avenue between St. Paul Street and S. Euclid Avenue.,CSV
201904,14,1920,201904,14,1920,134748,807438,WEST VIRGINIA,54,April,Thunderstorm Wind,C,7,BRAXTON,RLX,14/04/19 19:20,EST-5,14/04/19 19:20,0,0,0,0,500,0,911 Call Center,50,EG,3,NE,BURNSVILLE,3,NE,BURNSVILLE,38.88,-80.61,38.88,-80.61,"A very strong low pressure system moved from the lower Ohio River Valley to the Great Lakes on the 14th, pushing a cold front through late that evening. Ahead of the cold front, strong to severe thunderstorms developed, producing mainly scattered wind damage.",A tree was blown down across Posey Road.,CSV
201905,18,1634,201905,18,1634,137164,825064,ARKANSAS,5,May,Thunderstorm Wind,C,85,LONOKE,LZK,18/05/19 16:34,CST-6,18/05/19 16:34,0,0,0,0,0,0,Amateur Radio,52,EG,1,SSE,PETTUS,1,SSE,PETTUS,34.63,-91.91,34.63,-91.91,"While it heated up, it was not dry everywhere on the 15th. Before the ridge of high pressure could get here, a stationary front was in place across northeast sections of the state. Surrounding the front, scattered thunderstorms popped up during the afternoon. Some of the storms became strong to severe.||Mainly hail occurred with the strongest storms. The largest stones were about the size of a lime (two inches in diameter), and were reported just southwest of Salado (Independence County) at 711 pm CDT. Quarter to golf ball size hail was produced at  few miles west of Pocahontas (Randolph County), north of Huff, southwest of Batesville, and at Cushman (all in Independence County).||A few days later (on the 18th), a powerful storm system went from the southern Plains to the upper Midwest, with a cold front dragged into the region by the system. As the day began, storms were ongoing from Texas into Oklahoma. A line of storms eventually made it into western Arkansas by 200 pm CDT.||Just like on the 1st, part of the line bowed out (indicating the presence of strong to damaging winds) from Fort Smith (Sebastian County) to Clarksville (Johnson County). There was extensive tree damage, with trees on houses and blocking roads. Hardest hit areas inlcuded Paris and Scranton (both in Logan County). Gusts likely exceeded 90 mph.||Along the way, several photos showed a lot of dust kicked up by the wind. Gustnadoes or dust devils were also generated as the wind speed rapidly increased. There was a weak tornado (rated EF0) produced three miles west of Slovak (Prairie County). A couple of grain bins were dented or pushed in.",A 60 mph wind gust was estimated near the intersection of Hwy. 31 and Simpson Rd. in southern Lonoke County.,CSV
201908,15,1912,201908,15,1912,140676,847509,PENNSYLVANIA,42,August,Thunderstorm Wind,C,39,CRAWFORD,CLE,15/08/19 19:12,EST-5,15/08/19 19:12,0,0,0,0,0,0,State Official,52,EG,3,NNW,MEADVILLE ARPT,3,NNW,MEADVILLE ARPT,41.67,-80.23,41.67,-80.23,A series of low-amplitude speed maxima aloft moved across western Pennsylvania. Moderate instability and some deep-layer shear was sufficient for a few organized severe thunderstorms which produced wind damage and a few hail reports.,Several trees were uprooted.,CSV
201905,20,1136,201905,20,1136,137246,823817,OKLAHOMA,40,May,Thunderstorm Wind,C,97,MAYES,TSA,20/05/19 11:36,CST-6,20/05/19 11:36,0,0,0,0,0,0,Emergency Manager,52,EG,4,WNW,ADAIR,4,WNW,ADAIR,36.4522,-95.3365,36.4522,-95.3365,"A strong upper level storm system moved into the Southern Plains from the Rockies on the 20th and 21st. The attendant warm front moved from northern Texas northward into northeastern Oklahoma during the day on the 20th, and then the cold front associated with this storm system moved through eastern Oklahoma during the late evening of the 20th and early morning hours of the 21st. Warm, moist, and very unstable air resided across eastern Oklahoma ahead of this system. This pattern resulted in multiple rounds of severe thunderstorms across eastern Oklahoma from the early afternoon of the 20th through late morning of the 21st. Very strong wind shear coexisting with the strong instability resulted in some supercell thunderstorms that produced large hail up to golfball size and multiple tornadoes on the 20th. A squall line developed along the cold front that moved into the area during the morning of the 21st, and that line of storms produced multiple tornadoes along the leading edge. Locally heavy rainfall and subsequent flash flooding occurred across northeastern Oklahoma as multiple rounds of thunderstorms affected generally the same area.",Thunderstorm wind gusts were estimated to 60 mph.,CSV
201906,13,1626,201906,13,1626,139326,837952,ATLANTIC NORTH,88,June,Marine Thunderstorm Wind,Z,536,TIDAL POTOMAC INDIAN HD TO COBB IS MD,LWX,13/06/19 16:26,EST-5,13/06/19 16:26,0,0,0,0,0,0,Mesonet,35,MG,0,N,LEESYLVANIA STATE PARK (LSLVN),0,N,LEESYLVANIA STATE PARK (LSLVN),38.67,-77.25,38.67,-77.25,A potent upper level trough and associated cold front moved into the region during the daylight hours of June 13th. Instability aided by low heights aloft and warm surface temperatures combined with strong wind shear set the stage for scattered strong to locally severe thunderstorms across the waters during the afternoon and evening hours.,Wind gusts of up to 35 knots were observed.,CSV
201905,26,1704,201905,26,1714,135841,816270,NEW MEXICO,35,May,Thunderstorm Wind,C,37,QUAY,ABQ,26/05/19 17:04,MST-7,26/05/19 17:14,0,0,0,0,0,0,Public,50,MG,0,N,LOGAN,0,N,LOGAN,35.37,-103.41,35.37,-103.41,"A potent upper level storm system approaching New Mexico from the west interacted with deep moisture and very unstable conditions along a sharp dryline over eastern New Mexico on May 26, 2019. Dry showers and thunderstorms with strong downburst winds first developed along the Continental Divide by late morning before marching east into the Rio Grande Valley through the afternoon. Several locations within the Rio Grande Valley reported wind gusts in excess of 60 mph, including Los Lunas, Albuquerque, Santa Fe, and Taos. Wind damage was also reported as this activity moved across the central mountain chain into the Estancia Valley. Meanwhile, showers and thunderstorms fired up along the dryline in eastern New Mexico then quickly became severe with large hail, high winds, and several tornados. A violent supercell thunderstorm that moved through Union County during the late afternoon produced at least two tornadoes and three inch hail. Severe thunderstorms then evolved into a quasi-linear convective system over the Caprock region and resulted in a large area of high winds and large hail. Several more tornadoes developed along the southern edge of this line, including a spectacular wedge tornado near Dora. In addition to all the severe thunderstorms that impacted the region, many areas outside of thunderstorm activity in central and western New Mexico also reported strong southwest winds with gusts of 50 to 60 mph.",Peak wind gusts were estimated to be at least 58 mph in Logan.,CSV
201903,12,2200,201903,12,2200,134026,802371,TEXAS,48,March,Thunderstorm Wind,C,305,LYNN,LUB,12/03/19 22:00,CST-6,12/03/19 22:00,0,0,0,0,0,0,Mesonet,62,MG,1,N,ODONNELL,1,N,ODONNELL,32.98,-101.83,32.98,-101.83,"Very rich moisture from the Gulf of Mexico overspread all of the region this day ahead of a vigorous upper level low in the Four Corners. Following widespread dense fog and drizzle for much of the morning and afternoon north of a warm front, a broken line of thunderstorms swept east late this evening ahead of a Pacific cold front. These storms encountered very strong low level wind shear along the warm front complete with moderate instability. The amount of wind shear in the lowest few thousand feet resulted in several transient low level mesocyclones within this line of thunderstorms - one of which supported a tornado that inflicted EF1 damage to a home and other structures near Anton (northeast Hockley County). Additional strong and severe wind gusts accompanied a few of these storms resulting in straight line wind damage at times. In spite of the damage, these storms provided much needed and widespread moderate to heavy rain of one to two inches.",Measured by a Texas Tech University West Texas mesonet.,CSV
201906,19,120,201906,19,120,138442,837478,OKLAHOMA,40,June,Thunderstorm Wind,C,133,SEMINOLE,OUN,19/06/19 1:20,CST-6,19/06/19 1:20,0,0,0,0,0,0,Public,56,EG,0,N,KONAWA,0,N,KONAWA,34.96,-96.75,34.96,-96.75,"Isolated thunderstorms produced scattered hail across northern Oklahoma while a line of thunderstorms produced extensive severe wind across southern Oklahoma on the 18th into the early morning on the 19th.  Later on the 19th, large hail was reported with isolated thunderstorms across northern Oklahoma.",Large tree downed.,CSV
